NODE_ID,NODE_X,NODE_Y,NODE_NAME,NODE_WKTPOINT,NODE_LABEL,IATA,ICAO,CITY,COUNTRY
2299,142.44700622558594,43.670799255371094,AKJ: Asahikawa Airport,POINT(142.44700622558594 43.670799255371094),"AKJ: Asahikawa Airport; Asahikawa, Japan",AKJ,RJEC,Asahikawa,Japan
2300,139.432998657,42.0717010498,OIR: Okushiri Airport,POINT(139.432998657 42.0717010498),"OIR: Okushiri Airport; Okushiri, Japan",OIR,RJEO,Okushiri,Japan
2301,141.186004639,45.2420005798,RIS: Rishiri Airport,POINT(141.186004639 45.2420005798),"RIS: Rishiri Airport; Rishiri Island, Japan",RIS,RJER,Rishiri Island,Japan
2302,130.6529998779297,33.88309860229492,RJFA: Ashiya Airport,POINT(130.6529998779297 33.88309860229492),"RJFA: Ashiya Airport; Ashiya, Japan",,RJFA,Ashiya,Japan
2303,130.658996582,30.3855991364,KUM: Yakushima Airport,POINT(130.658996582 30.3855991364),"KUM: Yakushima Airport; Yakushima, Japan",KUM,RJFC,Yakushima,Japan
2304,128.83299255371094,32.66630172729492,FUJ: Fukue Airport,POINT(128.83299255371094 32.66630172729492),"FUJ: Fukue Airport; Fukue, Japan",FUJ,RJFE,Fukue,Japan
2305,130.4510040283203,33.585899353027344,FUK: Fukuoka Airport,POINT(130.4510040283203 33.585899353027344),"FUK: Fukuoka Airport; Fukuoka, Japan",FUK,RJFF,Fukuoka,Japan
2306,130.990997314,30.605100631699997,TNE: New Tanegashima Airport,POINT(130.990997314 30.605100631699997),"TNE: New Tanegashima Airport; Tanegashima, Japan",TNE,RJFG,Tanegashima,Japan
2307,130.718994140625,31.80340003967285,KOJ: Kagoshima Airport,POINT(130.718994140625 31.80340003967285),"KOJ: Kagoshima Airport; Kagoshima, Japan",KOJ,RJFK,Kagoshima,Japan
2308,131.449005127,31.877199173,KMI: Miyazaki Airport,POINT(131.449005127 31.877199173),"KMI: Miyazaki Airport; Miyazaki, Japan",KMI,RJFM,Miyazaki,Japan
2309,131.4510040283203,32.08359909057617,RJFN: Nyutabaru Airport,POINT(131.4510040283203 32.08359909057617),"RJFN: Nyutabaru Airport; Nyutabaru, Japan",,RJFN,Nyutabaru,Japan
2310,131.736999512,33.479400634799994,OIT: Oita Airport,POINT(131.736999512 33.479400634799994),"OIT: Oita Airport; Oita, Japan",OIT,RJFO,Oita,Japan
2311,131.035003662,33.8459014893,KKJ: Kitakyūshū Airport,POINT(131.035003662 33.8459014893),"KKJ: Kitakyūshū Airport; Kitakyushu, Japan",KKJ,RJFR,Kitakyushu,Japan
2312,130.85499572753906,32.83729934692383,KMJ: Kumamoto Airport,POINT(130.85499572753906 32.83729934692383),"KMJ: Kumamoto Airport; Kumamoto, Japan",KMJ,RJFT,Kumamoto,Japan
2313,129.914001465,32.916900634799994,NGS: Nagasaki Airport,POINT(129.914001465 32.916900634799994),"NGS: Nagasaki Airport; Nagasaki, Japan",NGS,RJFU,Nagasaki,Japan
2314,130.84500122070312,31.367599487304688,RJFY: Kanoya Airport,POINT(130.84500122070312 31.367599487304688),"RJFY: Kanoya Airport; Kanoya, Japan",,RJFY,Kanoya,Japan
2315,131.039993286,33.6850013733,RJFZ: Tsuiki Air Field,POINT(131.039993286 33.6850013733),"RJFZ: Tsuiki Air Field; Tsuiki, Japan",,RJFZ,Tsuiki,Japan
2316,129.71299743652344,28.430599212646484,ASJ: Amami Airport,POINT(129.71299743652344 28.430599212646484),"ASJ: Amami Airport; Amami, Japan",ASJ,RJKA,Amami,Japan
2317,128.701004028,27.4255008698,OKE: Okierabu Airport,POINT(128.701004028 27.4255008698),"OKE: Okierabu Airport; Okierabu, Japan",OKE,RJKB,Okierabu,Japan
2318,128.88099670410156,27.83639907836914,TKN: Tokunoshima Airport,POINT(128.88099670410156 27.83639907836914),"TKN: Tokunoshima Airport; Tokunoshima, Japan",TKN,RJKN,Tokunoshima,Japan
2319,136.223999023,36.1427993774,FKJ: Fukui Airport,POINT(136.223999023 36.1427993774),"FKJ: Fukui Airport; Fukui, Japan",FKJ,RJNF,Fukui,Japan
2320,136.8699951171875,35.394100189208984,QGU: Gifu Airport,POINT(136.8699951171875 35.394100189208984),"QGU: Gifu Airport; Gifu, Japan",QGU,RJNG,Gifu,Japan
2321,137.7030029296875,34.75019836425781,RJNH: Hamamatsu Airport,POINT(137.7030029296875 34.75019836425781),"RJNH: Hamamatsu Airport; Hamamatsu, Japan",,RJNH,Hamamatsu,Japan
2322,136.40699768066406,36.39459991455078,KMQ: Komatsu Airport,POINT(136.40699768066406 36.39459991455078),"KMQ: Komatsu Airport; Kanazawa, Japan",KMQ,RJNK,Kanazawa,Japan
2323,133.3249969482422,36.18109893798828,OKI: Oki Airport,POINT(133.3249969482422 36.18109893798828),"OKI: Oki Airport; Oki Island, Japan",OKI,RJNO,Oki Island,Japan
2324,137.18800354003906,36.64830017089844,TOY: Toyama Airport,POINT(137.18800354003906 36.64830017089844),"TOY: Toyama Airport; Toyama, Japan",TOY,RJNT,Toyama,Japan
2325,138.29800415039062,34.812801361083984,RJNY: Shizuhama Airport,POINT(138.29800415039062 34.812801361083984),"RJNY: Shizuhama Airport; Yaizu, Japan",,RJNY,Yaizu,Japan
2326,132.919006348,34.4361000061,HIJ: Hiroshima Airport,POINT(132.919006348 34.4361000061),"HIJ: Hiroshima Airport; Hiroshima, Japan",HIJ,RJOA,Hiroshima,Japan
2327,133.854995728,34.7569007874,OKJ: Okayama Airport,POINT(133.854995728 34.7569007874),"OKJ: Okayama Airport; Okayama, Japan",OKJ,RJOB,Okayama,Japan
2328,132.88999939,35.4136009216,IZO: Izumo Airport,POINT(132.88999939 35.4136009216),"IZO: Izumo Airport; Izumo, Japan",IZO,RJOC,Izumo,Japan
2329,131.5489959716797,34.034698486328125,RJOF: Hofu Airport,POINT(131.5489959716797 34.034698486328125),"RJOF: Hofu Airport; Hofu, Japan",,RJOF,Hofu,Japan
2330,133.23599243164062,35.4921989440918,YGJ: Miho Yonago Airport,POINT(133.23599243164062 35.4921989440918),"YGJ: Miho Yonago Airport; Miho, Japan",YGJ,RJOH,Miho,Japan
2332,133.669006,33.546101,KCZ: Kōchi Ryōma Airport,POINT(133.669006 33.546101),"KCZ: Kōchi Ryōma Airport; Kochi, Japan",KCZ,RJOK,Kochi,Japan
2333,132.6999969482422,33.82720184326172,MYJ: Matsuyama Airport,POINT(132.6999969482422 33.82720184326172),"MYJ: Matsuyama Airport; Matsuyama, Japan",MYJ,RJOM,Matsuyama,Japan
2334,135.43800354003906,34.785499572753906,ITM: Osaka International Airport,POINT(135.43800354003906 34.785499572753906),"ITM: Osaka International Airport; Osaka, Japan",ITM,RJOO,Osaka,Japan
2335,134.167007446,35.5301017761,TTJ: Tottori Airport,POINT(134.167007446 35.5301017761),"TTJ: Tottori Airport; Tottori, Japan",TTJ,RJOR,Tottori,Japan
2336,134.606995,34.132801,TKS: Tokushima Airport/JMSDF Air Base,POINT(134.606995 34.132801),"TKS: Tokushima Airport/JMSDF Air Base; Tokushima, Japan",TKS,RJOS,Tokushima,Japan
2337,134.01600647,34.214199066199996,TAK: Takamatsu Airport,POINT(134.01600647 34.214199066199996),"TAK: Takamatsu Airport; Takamatsu, Japan",TAK,RJOT,Takamatsu,Japan
2338,135.60299682617188,34.59629821777344,RJOY: Yao Airport,POINT(135.60299682617188 34.59629821777344),"RJOY: Yao Airport; Osaka, Japan",,RJOY,Osaka,Japan
2339,131.052001953125,34.0452995300293,RJOZ: Ozuki Airport,POINT(131.052001953125 34.0452995300293),"RJOZ: Ozuki Airport; Ozuki, Japan",,RJOZ,Ozuki,Japan
2340,140.6909942626953,40.73469924926758,AOJ: Aomori Airport,POINT(140.6909942626953 40.73469924926758),"AOJ: Aomori Airport; Aomori, Japan",AOJ,RJSA,Aomori,Japan
2341,140.371002197,38.411899566699994,GAJ: Yamagata Airport,POINT(140.371002197 38.411899566699994),"GAJ: Yamagata Airport; Yamagata, Japan",GAJ,RJSC,Yamagata,Japan
2342,138.414001465,38.0601997375,SDS: Sado Airport,POINT(138.414001465 38.0601997375),"SDS: Sado Airport; Sado, Japan",SDS,RJSD,Sado,Japan
2343,141.46600341796875,40.556400299072266,HHE: Hachinohe Airport,POINT(141.46600341796875 40.556400299072266),"HHE: Hachinohe Airport; Hachinoe, Japan",HHE,RJSH,Hachinoe,Japan
2344,141.13499450683594,39.4286003112793,HNA: Hanamaki Airport,POINT(141.13499450683594 39.4286003112793),"HNA: Hanamaki Airport; Hanamaki, Japan",HNA,RJSI,Hanamaki,Japan
2345,140.218994140625,39.6156005859375,AXT: Akita Airport,POINT(140.218994140625 39.6156005859375),"AXT: Akita Airport; Akita, Japan",AXT,RJSK,Akita,Japan
2346,141.367996216,40.703201293899994,MSJ: Misawa Air Base,POINT(141.367996216 40.703201293899994),"MSJ: Misawa Air Base; Misawa, Japan",MSJ,RJSM,Misawa,Japan
2347,140.917007446,38.1397018433,SDJ: Sendai Airport,POINT(140.917007446 38.1397018433),"SDJ: Sendai Airport; Sendai, Japan",SDJ,RJSS,Sendai,Japan
2348,141.220001221,38.4048995972,RJST: Matsushima Air Base,POINT(141.220001221 38.4048995972),"RJST: Matsushima Air Base; Matsushima, Japan",,RJST,Matsushima,Japan
2350,139.4499969482422,35.4546012878418,NJA: Atsugi Naval Air Facility,POINT(139.4499969482422 35.4546012878418),"NJA: Atsugi Naval Air Facility; Atsugi, Japan",NJA,RJTA,Atsugi,Japan
2351,139.828995,34.987099,RJTE: Tateyama Airport,POINT(139.828995 34.987099),"RJTE: Tateyama Airport; Tateyama, Japan",,RJTE,Tateyama,Japan
2352,139.785995483,33.1150016785,HAC: Hachijojima Airport,POINT(139.785995483 33.1150016785),"HAC: Hachijojima Airport; Hachijojima, Japan",HAC,RJTH,Hachijojima,Japan
2353,139.41099548339844,35.84189987182617,RJTJ: Iruma Air Base,POINT(139.41099548339844 35.84189987182617),"RJTJ: Iruma Air Base; Iruma, Japan",,RJTJ,Iruma,Japan
2354,139.91000366210938,35.39830017089844,RJTK: Kisarazu Airport,POINT(139.91000366210938 35.39830017089844),"RJTK: Kisarazu Airport; Kisarazu, Japan",,RJTK,Kisarazu,Japan
2355,140.01100158691406,35.79890060424805,RJTL: Shimofusa Airport,POINT(140.01100158691406 35.79890060424805),"RJTL: Shimofusa Airport; Shimofusa, Japan",,RJTL,Shimofusa,Japan
2356,139.36000061,34.782001495399996,OIM: Oshima Airport,POINT(139.36000061 34.782001495399996),"OIM: Oshima Airport; Oshima, Japan",OIM,RJTO,Oshima,Japan
2358,139.393997192,35.5138015747,RJTR: Kastner Army Heliport,POINT(139.393997192 35.5138015747),"RJTR: Kastner Army Heliport; Zama, Japan",,RJTR,Zama,Japan
2359,139.779999,35.552299,HND: Tokyo Haneda International Airport,POINT(139.779999 35.552299),"HND: Tokyo Haneda International Airport; Tokyo, Japan",HND,RJTT,Tokyo,Japan
2360,139.34800720214844,35.74850082397461,OKO: Yokota Air Base,POINT(139.34800720214844 35.74850082397461),"OKO: Yokota Air Base; Yokota, Japan",OKO,RJTY,Yokota,Japan
2361,126.805444,35.123173,KWJ: Gwangju Airport,POINT(126.805444 35.123173),"KWJ: Gwangju Airport; Kwangju, South Korea",KWJ,RKJJ,Kwangju,South Korea
2364,127.119112,35.87808,CHN: Jeon Ju Airport (G-703),POINT(127.119112 35.87808),"CHN: Jeon Ju Airport (G-703); Jhunju, South Korea",CHN,RKJU,Jhunju,South Korea
2365,127.61699676513672,34.84230041503906,RSU: Yeosu Airport,POINT(127.61699676513672 34.84230041503906),"RSU: Yeosu Airport; Yeosu, South Korea",RSU,RKJY,Yeosu,South Korea
2366,128.5989990234375,38.142601013183594,RKND: Sokcho Airport,POINT(128.5989990234375 38.142601013183594),"RKND: Sokcho Airport; Sokch'o, South Korea",,RKND,Sokch'o,South Korea
2367,128.943915,37.753601,KAG: Gangneung Airport (K-18),POINT(128.943915 37.753601),"KAG: Gangneung Airport (K-18); Kangnung, South Korea",KAG,RKNN,Kangnung,South Korea
2370,126.49299621582031,33.51129913330078,CJU: Jeju International Airport,POINT(126.49299621582031 33.51129913330078),"CJU: Jeju International Airport; Cheju, South Korea",CJU,RKPC,Cheju,South Korea
2371,128.696229,35.140248,CHF: Jinhae Airbase/Airport (G-813/K-10),POINT(128.696229 35.140248),"CHF: Jinhae Airbase/Airport (G-813/K-10); Chinhae, South Korea",CHF,RKPE,Chinhae,South Korea
2372,128.93800354,35.1795005798,PUS: Gimhae International Airport,POINT(128.93800354 35.1795005798),"PUS: Gimhae International Airport; Busan, South Korea",PUS,RKPK,Busan,South Korea
2374,129.352005005,35.59349823,USN: Ulsan Airport,POINT(129.352005005 35.59349823),"USN: Ulsan Airport; Ulsan, South Korea",USN,RKPU,Ulsan,South Korea
2375,127.03099822998047,36.96220016479492,RKSG: A 511 Airport,POINT(127.03099822998047 36.96220016479492),"RKSG: A 511 Airport; Pyongtaek, South Korea",,RKSG,Pyongtaek,South Korea
2376,127.112718,37.444744,SSN: Seoul Air Base (K-16),POINT(127.112718 37.444744),"SSN: Seoul Air Base (K-16); Seoul East, South Korea",SSN,RKSM,Seoul East,South Korea
2377,127.029999,37.090599,OSN: Osan Air Base,POINT(127.029999 37.090599),"OSN: Osan Air Base; Osan, South Korea",OSN,RKSO,Osan,South Korea
2378,126.791,37.5583,GMP: Gimpo International Airport,POINT(126.791 37.5583),"GMP: Gimpo International Airport; Seoul, South Korea",GMP,RKSS,Seoul,South Korea
2379,127.00700378417969,37.23939895629883,SWU: Suwon Airport,POINT(127.00700378417969 37.23939895629883),"SWU: Suwon Airport; Suwon, South Korea",SWU,RKSW,Suwon,South Korea
2380,129.420383,35.987955,KPO: Pohang Airport (G-815/K-3),POINT(129.420383 35.987955),"KPO: Pohang Airport (G-815/K-3); Pohang, South Korea",KPO,RKTH,Pohang,South Korea
2381,128.65531,35.896872,TAE: Daegu Airport,POINT(128.65531 35.896872),"TAE: Daegu Airport; Taegu, South Korea",TAE,RKTN,Taegu,South Korea
2383,128.34971,36.630373,YEC: Yecheon Airbase,POINT(128.34971 36.630373),"YEC: Yecheon Airbase; Yechon, South Korea",YEC,RKTY,Yechon,South Korea
2384,127.646003723,26.1958007812,OKA: Naha Airport,POINT(127.646003723 26.1958007812),"OKA: Naha Airport; Okinawa, Japan",OKA,ROAH,Okinawa,Japan
2385,127.76490020751953,26.725757598876953,RODE: Ie Shima Auxiliary Air Base,POINT(127.76490020751953 26.725757598876953),"RODE: Ie Shima Auxiliary Air Base; Iejima, Japan",,RODE,Iejima,Japan
2386,127.767998,26.3556,DNA: Kadena Air Base,POINT(127.767998 26.3556),"DNA: Kadena Air Base; Kadena, Japan",DNA,RODN,Kadena,Japan
2387,124.245,24.396389,ISG: New Ishigaki Airport,POINT(124.245 24.396389),"ISG: New Ishigaki Airport; Ishigaki, Japan",ISG,ROIG,Ishigaki,Japan
2388,126.71399688720703,26.363500595092773,UEO: Kumejima Airport,POINT(126.71399688720703 26.363500595092773),"UEO: Kumejima Airport; Kumejima, Japan",UEO,ROKJ,Kumejima,Japan
2389,131.263000488,25.8465003967,MMD: Minami-Daito Airport,POINT(131.263000488 25.8465003967),"MMD: Minami-Daito Airport; Minami Daito, Japan",MMD,ROMD,Minami Daito,Japan
2390,125.294998169,24.782800674399997,MMY: Miyako Airport,POINT(125.294998169 24.782800674399997),"MMY: Miyako Airport; Miyako, Japan",MMY,ROMY,Miyako,Japan
2391,131.32699585,25.9447002411,KTD: Kitadaito Airport,POINT(131.32699585 25.9447002411),"KTD: Kitadaito Airport; Kitadaito, Japan",KTD,RORK,Kitadaito,Japan
2392,125.144996643,24.8267002106,SHI: Shimojishima Airport,POINT(125.144996643 24.8267002106),"SHI: Shimojishima Airport; Shimojishima, Japan",SHI,RORS,Shimojishima,Japan
2393,124.675003052,24.653900146499996,TRA: Tarama Airport,POINT(124.675003052 24.653900146499996),"TRA: Tarama Airport; Tarama, Japan",TRA,RORT,Tarama,Japan
2394,128.401992798,27.0440006256,RNJ: Yoron Airport,POINT(128.401992798 27.0440006256),"RNJ: Yoron Airport; Yoron, Japan",RNJ,RORY,Yoron,Japan
2395,127.75599670410156,26.27429962158203,ROTM: Futenma Marine Corps Air Station,POINT(127.75599670410156 26.27429962158203),"ROTM: Futenma Marine Corps Air Station; Futema, Japan",,ROTM,Futema,Japan
2396,122.97799682617188,24.466899871826172,OGN: Yonaguni Airport,POINT(122.97799682617188 24.466899871826172),"OGN: Yonaguni Airport; Yonaguni Jima, Japan",OGN,ROYN,Yonaguni Jima,Japan
2397,121.019997,14.5086,MNL: Ninoy Aquino International Airport,POINT(121.019997 14.5086),"MNL: Ninoy Aquino International Airport; Manila, Philippines",MNL,RPLL,Manila,Philippines
2399,124.20999908447266,7.1652398109436035,CBO: Awang Airport,POINT(124.20999908447266 7.1652398109436035),"CBO: Awang Airport; Cotabato, Philippines",CBO,RPMC,Cotabato,Philippines
2400,124.611,8.41562,RPML: Cagayan De Oro Airport,POINT(124.611 8.41562),"RPML: Cagayan De Oro Airport; Ladag, Philippines",,RPML,Ladag,Philippines
2401,123.461179733,7.83073144787,PAG: Pagadian Airport,POINT(123.461179733 7.83073144787),"PAG: Pagadian Airport; Pagadian, Philippines",PAG,RPMP,Pagadian,Philippines
2402,125.096000671,6.05800008774,GES: General Santos International Airport,POINT(125.096000671 6.05800008774),"GES: General Santos International Airport; Romblon, Philippines",GES,RPMR,Romblon,Philippines
2404,122.05999755859375,6.922420024871826,ZAM: Zamboanga International Airport,POINT(122.05999755859375 6.922420024871826),"ZAM: Zamboanga International Airport; Zamboanga, Philippines",ZAM,RPMZ,Zamboanga,Philippines
2405,120.62000274658203,16.375099182128906,BAG: Loakan Airport,POINT(120.62000274658203 16.375099182128906),"BAG: Loakan Airport; Baguio, Philippines",BAG,RPUB,Baguio,Philippines
2406,122.9800033569336,14.129199981689453,DTE: Daet Airport,POINT(122.9800033569336 14.129199981689453),"DTE: Daet Airport; Daet, Philippines",DTE,RPUD,Daet,Philippines
2407,120.492554,14.98724,RPUF: Basa Air Base,POINT(120.492554 14.98724),"RPUF: Basa Air Base; Floridablanca, Philippines",,RPUF,Floridablanca,Philippines
2408,120.24099731445312,16.034799575805664,RPUG: Lingayen Airport,POINT(120.24099731445312 16.034799575805664),"RPUG: Lingayen Airport; Lingayen, Philippines",,RPUG,Lingayen,Philippines
2409,121.04699707,12.361499786399998,SJI: San Jose Airport,POINT(121.04699707 12.361499786399998),"SJI: San Jose Airport; San Jose, Philippines",SJI,RPUH,San Jose,Philippines
2410,121.125,13.954999923706055,RPUL: Fernando Air Base,POINT(121.125 13.954999923706055),"RPUL: Fernando Air Base; Lipa, Philippines",,RPUL,Lipa,Philippines
2411,120.6050033569336,13.208100318908691,MBO: Mamburao Airport,POINT(120.6050033569336 13.208100318908691),"MBO: Mamburao Airport; Mamburao, Philippines",MBO,RPUM,Mamburao,Philippines
2414,120.35600280761719,17.555299758911133,RPUQ: Vigan Airport,POINT(120.35600280761719 17.555299758911133),"RPUQ: Vigan Airport; Vigan, Philippines",,RPUQ,Vigan,Philippines
2415,121.500034,15.729309,BQA: Dr.Juan C. Angara Airport,POINT(121.500034 15.729309),"BQA: Dr.Juan C. Angara Airport; Baler, Philippines",BQA,RPUR,Baler,Philippines
2421,121.251999,16.6192,RPUZ: Bagabag Airport,POINT(121.251999 16.6192),"RPUZ: Bagabag Airport; Bagabag, Philippines",,RPUZ,Bagabag,Philippines
2422,125.027761,11.228035,TAC: Daniel Z. Romualdez Airport,POINT(125.027761 11.228035),"TAC: Daniel Z. Romualdez Airport; Tacloban, Philippines",TAC,RPVA,Tacloban,Philippines
2423,123.014999,10.7764,BCD: Bacolod-Silay Airport,POINT(123.014999 10.7764),"BCD: Bacolod-Silay Airport; Bacolod, Philippines",BCD,RPVB,Bacolod,Philippines
2425,123.300003052,9.3337097168,DGT: Sibulan Airport,POINT(123.300003052 9.3337097168),"DGT: Sibulan Airport; Dumaguete, Philippines",DGT,RPVD,Dumaguete,Philippines
2426,121.954002,11.9245,MPH: Godofredo P. Ramos Airport,POINT(121.954002 11.9245),"MPH: Godofredo P. Ramos Airport; Caticlan, Philippines",MPH,RPVE,Caticlan,Philippines
2428,125.741996765,11.0354995728,RPVG: Guiuan Airport,POINT(125.741996765 11.0354995728),"RPVG: Guiuan Airport; Guiuan, Philippines",,RPVG,Guiuan,Philippines
2429,122.493358,10.833017,ILO: Iloilo International Airport,POINT(122.493358 10.833017),"ILO: Iloilo International Airport; Iloilo, Philippines",ILO,RPVI,Iloilo,Philippines
2430,122.375999451,11.679400444,KLO: Kalibo International Airport,POINT(122.375999451 11.679400444),"KLO: Kalibo International Airport; Kalibo, Philippines",KLO,RPVK,Kalibo,Philippines
2433,118.75900268554688,9.742119789123535,PPS: Puerto Princesa Airport,POINT(118.75900268554688 9.742119789123535),"PPS: Puerto Princesa Airport; Puerto Princesa, Philippines",PPS,RPVP,Puerto Princesa,Philippines
2435,121.932998657,10.765999794,EUQ: Evelio Javier Airport,POINT(121.932998657 10.765999794),"EUQ: Evelio Javier Airport; San Jose, Philippines",EUQ,RPVS,San Jose,Philippines
2436,-57.9966,-31.2969,COC: Comodoro Pierrestegui Airport,POINT(-57.9966 -31.2969),"COC: Comodoro Pierrestegui Airport; Concordia, Argentina",COC,SAAC,Concordia,Argentina
2437,-58.6131,-33.0103,GHU: Gualeguaychu Airport,POINT(-58.6131 -33.0103),"GHU: Gualeguaychu Airport; Gualeguaychu, Argentina",GHU,SAAG,Gualeguaychu,Argentina
2438,-60.9306,-34.5459,JNI: Junin Airport,POINT(-60.9306 -34.5459),"JNI: Junin Airport; Junin, Argentina",JNI,SAAJ,Junin,Argentina
2439,-60.4804,-31.7948,PRA: General Urquiza Airport,POINT(-60.4804 -31.7948),"PRA: General Urquiza Airport; Parana, Argentina",PRA,SAAP,Parana,Argentina
2440,-60.785,-32.9036,ROS: Islas Malvinas Airport,POINT(-60.785 -32.9036),"ROS: Islas Malvinas Airport; Rosario, Argentina",ROS,SAAR,Rosario,Argentina
2441,-60.8117,-31.7117,SFN: Sauce Viejo Airport,POINT(-60.8117 -31.7117),"SFN: Sauce Viejo Airport; Santa Fe, Argentina",SFN,SAAV,Santa Fe,Argentina
2442,-58.4156,-34.5592,AEP: Jorge Newbery Airpark,POINT(-58.4156 -34.5592),"AEP: Jorge Newbery Airpark; Buenos Aires, Argentina",AEP,SABE,Buenos Aires,Argentina
2443,-64.208,-31.323601,COR: Ingeniero Ambrosio Taravella Airport,POINT(-64.208 -31.323601),"COR: Ingeniero Ambrosio Taravella Airport; Cordoba, Argentina",COR,SACO,Cordoba,Argentina
2444,-66.29360198,-30.34530067,SACT: Chamical Airport,POINT(-66.29360198 -30.34530067),"SACT: Chamical Airport; Gobernador Gordillo, Argentina",,SACT,Gobernador Gordillo,Argentina
2445,-58.5896,-34.4532,FDO: San Fernando Airport,POINT(-58.5896 -34.4532),"FDO: San Fernando Airport; San Fernando, Argentina",FDO,SADF,San Fernando,Argentina
2446,-58.7896,-34.5606,SADJ: Mariano Moreno Airport,POINT(-58.7896 -34.5606),"SADJ: Mariano Moreno Airport; Jose C. Paz, Argentina",,SADJ,Jose C. Paz,Argentina
2447,-57.8947,-34.9722,LPG: La Plata Airport,POINT(-57.8947 -34.9722),"LPG: La Plata Airport; La Plata, Argentina",LPG,SADL,La Plata,Argentina
2448,-58.6428,-34.6763,SADM: Moron Airport,POINT(-58.6428 -34.6763),"SADM: Moron Airport; Moron, Argentina",,SADM,Moron,Argentina
2449,-58.6126,-34.6099,EPA: El Palomar Airport,POINT(-58.6126 -34.6099),"EPA: El Palomar Airport; El Palomar, Argentina",EPA,SADP,El Palomar,Argentina
2450,-70.2225036621,-37.444698333699996,HOS: Chos Malal Airport,POINT(-70.2225036621 -37.444698333699996),"HOS: Chos Malal Airport; Chosmadal, Argentina",HOS,SAHC,Chosmadal,Argentina
2451,-67.6204986572,-39.0007019043,GNR: Dr. Arturo H. Illia Airport,POINT(-67.6204986572 -39.0007019043),"GNR: Dr. Arturo H. Illia Airport; Fuerte Gral Roca, Argentina",GNR,SAHR,Fuerte Gral Roca,Argentina
2452,-68.7929000854,-32.8316993713,MDZ: El Plumerillo Airport,POINT(-68.7929000854 -32.8316993713),"MDZ: El Plumerillo Airport; Mendoza, Argentina",MDZ,SAME,Mendoza,Argentina
2453,-69.5743026733,-35.493598938,LGS: Comodoro D.R. Salomón Airport,POINT(-69.5743026733 -35.493598938),"LGS: Comodoro D.R. Salomón Airport; Malargue, Argentina",LGS,SAMM,Malargue,Argentina
2454,-68.4039,-34.588299,AFA: Suboficial Ay Santiago Germano Airport,POINT(-68.4039 -34.588299),"AFA: Suboficial Ay Santiago Germano Airport; San Rafael, Argentina",AFA,SAMR,San Rafael,Argentina
2455,-65.751701355,-28.5956001282,CTC: Catamarca Airport,POINT(-65.751701355 -28.5956001282),"CTC: Catamarca Airport; Catamarca, Argentina",CTC,SANC,Catamarca,Argentina
2456,-64.3099975586,-27.765556335399996,SDE: Vicecomodoro Angel D. La Paz Aragonés Airport,POINT(-64.3099975586 -27.765556335399996),"SDE: Vicecomodoro Angel D. La Paz Aragonés Airport; Santiago Del Estero, Argentina",SDE,SANE,Santiago Del Estero,Argentina
2457,-67.5802993774,-28.0377998352,SANI: Tinogasta Airport,POINT(-67.5802993774 -28.0377998352),"SANI: Tinogasta Airport; Tinogasta, Argentina",,SANI,Tinogasta,Argentina
2458,-66.7957992554,-29.3815994263,IRJ: Capitan V A Almonacid Airport,POINT(-66.7957992554 -29.3815994263),"IRJ: Capitan V A Almonacid Airport; La Rioja, Argentina",IRJ,SANL,La Rioja,Argentina
2459,-67.4389038086,-29.2238998413,SANO: Chilecito Airport,POINT(-67.4389038086 -29.2238998413),"SANO: Chilecito Airport; Chilecito, Argentina",,SANO,Chilecito,Argentina
2460,-65.104897,-26.8409,TUC: Teniente Benjamin Matienzo Airport,POINT(-65.104897 -26.8409),"TUC: Teniente Benjamin Matienzo Airport; Tucuman, Argentina",TUC,SANT,Tucuman,Argentina
2461,-68.418198,-31.571501,UAQ: Domingo Faustino Sarmiento Airport,POINT(-68.418198 -31.571501),"UAQ: Domingo Faustino Sarmiento Airport; San Juan, Argentina",UAQ,SANU,San Juan,Argentina
2462,-64.2612991333,-33.0850982666,RCU: Area De Material Airport,POINT(-64.2612991333 -33.0850982666),"RCU: Area De Material Airport; Rio Cuarto, Argentina",RCU,SAOC,Rio Cuarto,Argentina
2463,-65.1463012695,-31.9451999664,VDR: Villa Dolores Airport,POINT(-65.1463012695 -31.9451999664),"VDR: Villa Dolores Airport; Villa Dolores, Argentina",VDR,SAOD,Villa Dolores,Argentina
2464,-65.57749938959999,-22.1506004333,SAOL: La Quiaca Airport,POINT(-65.57749938959999 -22.1506004333),"SAOL: La Quiaca Airport; Laboulaye, Argentina",,SAOL,Laboulaye,Argentina
2465,-62.157801,-32.6836,SAOM: Marcos Juarez Airport,POINT(-62.157801 -32.6836),"SAOM: Marcos Juarez Airport; Marcos Juarez, Argentina",,SAOM,Marcos Juarez,Argentina
2466,-65.3873977661,-33.7299003601,VME: Villa Reynolds Airport,POINT(-65.3873977661 -33.7299003601),"VME: Villa Reynolds Airport; Villa Reynolds, Argentina",VME,SAOR,Villa Reynolds,Argentina
2467,-66.3563995361,-33.2732009888,LUQ: Brigadier Mayor D Cesar Raul Ojeda Airport,POINT(-66.3563995361 -33.2732009888),"LUQ: Brigadier Mayor D Cesar Raul Ojeda Airport; San Luis, Argentina",LUQ,SAOU,San Luis,Argentina
